,State,County,City,Name,RegionID,geometry,latitude,longitude,price,sqft,no2,bc
0,CA,Alameda,Oakland,Chinatown,114292,"POLYGON ((-122.2700929749999 37.80135293100005, -122.2677489469999 37.80041501900007, -122.2642117779999 37.79901507600005, -122.2646350109999 37.79832708700008, -122.2650619479999 37.79763801800004, -122.2654789479999 37.79696901900007, -122.2659299479999 37.79627601800007, -122.2661109479999 37.79593101900008, -122.2663419819999 37.79557295800004, -122.2667449459999 37.79574801800004, -122.2672329469999 37.79594501800005, -122.2675349249999 37.79604615200009, -122.2676029719999 37.79604188700006, -122.2681079469999 37.79623401800006, -122.2686819239999 37.79645215000005, -122.2687299959999 37.79645184800006, -122.2688319479999 37.79652001800008, -122.2688809479999 37.79654401800008, -122.2691609469999 37.79668401800006, -122.2694979479999 37.79681801800007, -122.2697149479999 37.79689701800004, -122.2699030069999 37.79696719600008, -122.2699759479999 37.79685601800008, -122.2701009469999 37.79667801800008, -122.2702008479999 37.79653497100009, -122.2703408329999 37.79677914900009, -122.2706209479999 37.79689701800004, -122.2710769469999 37.79708101900007, -122.2712569479999 37.79715401800007, -122.2713949479999 37.79721001800004, -122.2718659479999 37.79740001800008, -122.2722439469999 37.79755301900008, -122.2723829479999 37.79760901900005, -122.2725679469999 37.79768201800005, -122.2729729479999 37.79784401800003, -122.2733059479999 37.79797701900009, -122.2736029479999 37.79809401900008, -122.2737749479999 37.79816201800008, -122.2739489479999 37.79823101900007, -122.2741319469999 37.79830401800007, -122.2744069469999 37.79840001800005, -122.2747979469999 37.79852102000007, -122.2748981209999 37.79855395400006, -122.2748709479999 37.79859901800006, -122.2748329469999 37.79866802100008, -122.2747289479999 37.79882802000009, -122.2746459469999 37.79896501900004, -122.2745659469999 37.79909601900005, -122.2744279479999 37.79932401900004, -122.2742789479999 37.79957102000009, -122.2738699479999 37.80024101900005, -122.2736809479999 37.80054901800008, -122.2734190209999 37.80094519200009, -122.2732848719999 37.80091684700005, -122.2729949489999 37.80138801900006, -122.2729217799999 37.80157809400004, -122.2729738069999 37.80159816900004, -122.2729050049999 37.80170507700007, -122.2728078909999 37.80175395800006, -122.2724710059999 37.80227119800008, -122.2700929749999 37.80135293100005))",37.799394,-122.26965749999998,2517.25,811.6666666666666,15.547257211409393,0.5271820709395975
1,CA,Alameda,Oakland,Adams Point,267990,"POLYGON ((-122.2493849479999 37.81247701900008, -122.2489567679999 37.81221705400009, -122.2490151309999 37.81213899400007, -122.2485839479999 37.81182401800004, -122.2481849469999 37.81152401900005, -122.2480769479999 37.81145502100009, -122.2479479139999 37.81141696900005, -122.2479819479999 37.81135801800008, -122.2484469479999 37.81055201800007, -122.2485081239999 37.81047297300006, -122.2484169489999 37.81043301900007, -122.2482539479999 37.81037201900006, -122.2478879489999 37.81024402100007, -122.2474849469999 37.81013501900009, -122.2468349479999 37.80995401800004, -122.2465549479999 37.80987401800007, -122.2464949469999 37.80985702000004, -122.2464179379999 37.80983501500009, -122.2464959479999 37.80978402100004, -122.2466379449999 37.80969901800006, -122.2468409469999 37.80950001800005, -122.2469429529999 37.80940701800006, -122.2470019219999 37.80938088700009, -122.2471449679999 37.80938209900006, -122.2474059469999 37.80924902000004, -122.2477189469999 37.80908901800007, -122.2481529469999 37.80886801900004, -122.2482989479999 37.80879701900005, -122.2487719449999 37.80863901700008, -122.2489589449999 37.80851601900008, -122.2490918929999 37.80838694700009, -122.2490948059999 37.80838914000009, -122.2493589469999 37.80858801800008, -122.2497039459999 37.80884701800005, -122.2498179479999 37.80893201800006, -122.2499984479999 37.80905121000006, -122.2502199459999 37.80890302000006, -122.2503099469999 37.80885301900008, -122.2504259469999 37.80880001900005, -122.2506239469999 37.80872801900006, -122.2508349479999 37.80866501800006, -122.2510369469999 37.80862401800005, -122.2511389479999 37.80861201900007, -122.2513299469999 37.80860701800009, -122.2517159479999 37.80861102000006, -122.2518869469999 37.80862101800005, -122.2527530569999 37.80868117500006, -122.2527533109999 37.80868026800005, -122.2531651869999 37.80871366400004, -122.2534668799999 37.80873812500005, -122.2538599999999 37.80877000000004, -122.2542064329999 37.80880285100005, -122.2545074029999 37.80883139200006, -122.2550199999999 37.80888000000004, -122.2552931289999 37.80890119100007, -122.2556381119999 37.80892795700004, -122.2561777989999 37.80896811300005, -122.2572739469999 37.80905101800005, -122.2577249479999 37.80910401900007, -122.2578749469999 37.80914201900003, -122.2583089469999 37.80927001900005, -122.2584849479999 37.80933601900006, -122.2586229469999 37.80939101900009, -122.2588909459999 37.80951101900007, -122.2590689459999 37.80960201800008, -122.2593069469999 37.80974001900006, -122.2594009479999 37.80981401700006, -122.2595329469999 37.80991101900008, -122.2597969469999 37.81014501800007, -122.2599589479999 37.81027801800008, -122.2601639479999 37.81042401800005, -122.2604319479999 37.81056601800009, -122.2605509479999 37.81060801800004, -122.2605235119999 37.81068063400005, -122.2605310939999 37.81082291800004, -122.2605666659999 37.81092999600008, -122.2605968529999 37.81106583700006, -122.2606199999999 37.81120000000004, -122.2606268559999 37.81126049200009, -122.2606422469999 37.81139629900008, -122.2606593279999 37.81154700800005, -122.2606770049999 37.81175603200006, -122.2607147249999 37.81189307800008, -122.2608063539999 37.81204953100007, -122.2609086939999 37.81220217100008, -122.2609770219999 37.81229783100008, -122.2610490099999 37.81237385300005, -122.2609019469999 37.81236401800004, -122.2608199479999 37.81235801900004, -122.2605329389999 37.81235796700008, -122.2599939729999 37.81251507000007, -122.2597929479999 37.81265701800004, -122.2595609139999 37.81280997700009, -122.2589489479999 37.81350901900004, -122.2588209469999 37.81363701800007, -122.2586259469999 37.81380201900004, -122.2581529469999 37.81412901800007, -122.2576999479999 37.81440001800007, -122.2570219469999 37.81479001800005, -122.2560259469999 37.81533701800004, -122.2542759469999 37.81632801800004, -122.2535489479999 37.81675701800009, -122.2529687719999 37.81702795400008, -122.2528587219999 37.81707193000005, -122.2527299999999 37.81712000000005, -122.2523247899999 37.81728400000009, -122.2522769449999 37.81721701900005, -122.2521909459999 37.81709501900008, -122.2520829479999 37.81691501800009, -122.2520159469999 37.81680401900007, -122.2518569469999 37.81649301900006, -122.2517559469999 37.81624901800006, -122.2516059469999 37.81590501900007, -122.2515129479999 37.81563002000007, -122.2512700699999 37.81478287100003, -122.2510378379999 37.81474917200006, -122.2506829469999 37.81399901900005, -122.2504869469999 37.81347801800007, -122.2503609449999 37.81320701800007, -122.2502799479999 37.81308801900008, -122.2502149469999 37.81300401900006, -122.2501189469999 37.81290902100005, -122.2500029479999 37.81281702100006, -122.2499019479999 37.81274501900003, -122.2497119469999 37.81262801900004, -122.2495249479999 37.81255302000005, -122.2493849479999 37.81247701900008))",37.81274366666667,-122.25474627777777,2868.5555555555557,1197.25,13.44358964487633,0.4296116229328624
2,CA,Alameda,Oakland,Civic Center,268073,"POLYGON ((-122.2629218196665 37.80108023766672, -122.2625555539999 37.80085162100015, -122.2620881719999 37.80059084800016, -122.2619670059999 37.80034476600004, -122.261588432 37.80028413200018, -122.2606876929997 37.80021381500013, -122.2606903719997 37.80018661500019, -122.2607001384998 37.80012764900011, -122.2604382389996 37.80002092800043, -122.2600602749997 37.79987870400003, -122.2600328439999 37.79986786500029, -122.2600031899998 37.7998549520002, -122.2595814039998 37.79966219300015, -122.2592859999999 37.79858900000008, -122.2592984679999 37.79855350600016, -122.2594703559999 37.79806417400017, -122.2595209999998 37.79792000000015, -122.2595247559999 37.79791143700006, -122.2595209479999 37.79723102000016, -122.2595549489998 37.79658702000017, -122.2596060459999 37.79635899700022, -122.2596378629999 37.79621286000012, -122.264635011 37.79832708700017, -122.2642117779999 37.79901507600016, -122.2677489469999 37.80041501900008, -122.2700929749999 37.80135293100006, -122.2696659469998 37.80201701800021, -122.2692269479999 37.80272301900009, -122.2688110089999 37.80339909000016, -122.2676399469999 37.80294601800016, -122.2664549479999 37.80248201800013, -122.2652719479999 37.80202201900018, -122.2640769479998 37.80154501800006, -122.2634989469998 37.8013160190002, -122.2631379449999 37.8011689200002, -122.2629218196665 37.80108023766672))",37.799678,-122.265489,2095.0,,15.425390307017546,0.546466719122807
3,CA,Alameda,Oakland,East Peralta,268125,"POLYGON ((-122.2513529469999 37.79354501800009, -122.2505259479999 37.79281201900005, -122.2497089479999 37.79207801900009, -122.2491009479999 37.79158901800008, -122.2488349469999 37.79135201800005, -122.2480409479999 37.79061901800009, -122.2473009479999 37.78995501800006, -122.2472519469999 37.78992001900008, -122.2471899349999 37.78988691800004, -122.2463459479999 37.78949801800007, -122.2462499469999 37.78945001900007, -122.2461279479999 37.78939401900004, -122.2453949479999 37.78904101900008, -122.2452539479999 37.78897301800004, -122.2441919469999 37.78834401900008, -122.2431319469999 37.78771001800004, -122.2420719479999 37.78709001900006, -122.2410269449999 37.78645801900007, -122.2399899479999 37.78582101900008, -122.2389109469999 37.78518902100006, -122.2380369479999 37.78465401900007, -122.2378959479999 37.78456201900008, -122.2370159479999 37.78406801900007, -122.2359379429999 37.78342301300006, -122.2359919469999 37.78335801800006, -122.2363349449999 37.78297601900005, -122.2366659149999 37.78262483000009, -122.2366715139999 37.78262785800007, -122.2367094579999 37.78257417900005, -122.2367756569999 37.78251509500006, -122.2368199999999 37.78247000000005, -122.2368853789999 37.78240164900006, -122.2370044259999 37.78227719100005, -122.2370910709999 37.78218660700009, -122.2371714349999 37.78210259000008, -122.2372323859999 37.78203886900008, -122.2372598639999 37.78200897400006, -122.2372149479999 37.78183101800005, -122.2371989489999 37.78177001500006, -122.2371979469999 37.78170501900007, -122.2371799479999 37.78144601800005, -122.2371609469999 37.78117601800005, -122.2371499469999 37.78110801800005, -122.2371289469999 37.78094701900005, -122.2371159479999 37.78084601800003, -122.2371059489999 37.78069901600009, -122.2371629479999 37.78029301800007, -122.2371871239999 37.78011896700008, -122.2368747709999 37.77975208200007, -122.2368748889999 37.77919301700007, -122.2435949999999 37.77925400000004, -122.2444951639999 37.77925707300005, -122.2445006039999 37.77939305400008, -122.2445013219999 37.77942900000005, -122.2444876599999 37.77958516600006, -122.2444470869999 37.77973658600007, -122.2443808359999 37.77987866100005, -122.2443442159999 37.77993683400007, -122.2443185529999 37.77997434200006, -122.2442697479999 37.78013556500008, -122.2442240119999 37.78025518000004, -122.2440787039999 37.78056668300007, -122.2439519329999 37.78090428600007, -122.2439479589999 37.78097297400006, -122.2439598589999 37.78145832800004, -122.2441350149999 37.78277165800006, -122.2442552859999 37.78276808500004, -122.2443802849999 37.78277508500008, -122.2444861649999 37.78278734100007, -122.2446024719999 37.78281594800006, -122.2447754719999 37.78287094800004, -122.2448386709999 37.78289367100007, -122.2448999979999 37.78292104800005, -122.2449591119999 37.78295292500007, -122.2450156809999 37.78298912400004, -122.2450693909999 37.78302944400008, -122.2451862319999 37.78312426200006, -122.2452420629999 37.78317435300005, -122.2452935219999 37.78322892500006, -122.2453402529999 37.78328759700008, -122.2453819309999 37.78334996000007, -122.2454182639999 37.78341558100004, -122.2454489999999 37.78348400200008, -122.2455150079999 37.78364902300007, -122.2456235439999 37.78383687100006, -122.2458052709999 37.78400636200007, -122.2459004219999 37.78408626700008, -122.2463966619999 37.78435859400008, -122.2465219439999 37.78444167800006, -122.2466895359999 37.78457425200008, -122.2467927809999 37.78464110100003, -122.2468472189999 37.78467927600008, -122.2468986869999 37.78472136900007, -122.2469469049999 37.78476714900006, -122.2469916089999 37.78481636700008, -122.2470325539999 37.78486875300007, -122.2470520079999 37.78489563500005, -122.2471348989999 37.78493183200004, -122.2472023839999 37.78496472100005, -122.2476348269999 37.78519829100009, -122.2481439689999 37.78535429000004, -122.2483394779999 37.78541444700005, -122.2484693229999 37.78546573700004, -122.2488819859999 37.78566706100008, -122.2490413259999 37.78574512100005, -122.2496093179999 37.78595776800006, -122.2496282039999 37.78596508200008, -122.2503193569999 37.78624173900005, -122.2508552799999 37.78643300200008, -122.2508773649999 37.78644121100007, -122.2514369709999 37.78665761500008, -122.2516910579999 37.78668981300007, -122.2517417579999 37.78669771300008, -122.2521197579999 37.78676771300007, -122.2522635859999 37.78680691400007, -122.2522998539999 37.78682101100009, -122.2523878739999 37.78685743400007, -122.2524507419999 37.78688352400007, -122.2526267409999 37.78690171700003, -122.2526747269999 37.78688880700008, -122.2528207269999 37.78685580600006, -122.2528628339999 37.78684734000007, -122.2529945839999 37.78683400900007, -122.2533653849999 37.78682393800005, -122.2539670209999 37.78676162900007, -122.2540206169999 37.78669809900003, -122.2540863039999 37.78662890100009, -122.2547799999999 37.78672800000004, -122.2555799999999 37.78632800000008, -122.2561460099999 37.78586490100008, -122.2563939379999 37.78653007200006, -122.2565237369999 37.79017838600004, -122.2558532619999 37.79017821600007, -122.2555217739999 37.79132108900006, -122.2557019939999 37.79141594200007, -122.2558149469999 37.79149002100007, -122.2559459469999 37.79160602100006, -122.2563579479999 37.79193202100004, -122.2568159479999 37.79235002100006, -122.2570339489999 37.79254701700006, -122.2571609469999 37.79261401700006, -122.2574639479999 37.79271001900008, -122.2579959469999 37.79283201900006, -122.2585159479999 37.79294502000005, -122.2589635289999 37.79303414600008, -122.2575208579999 37.79451002500008, -122.2575199999999 37.79451000000006, -122.2572062289999 37.79423683500005, -122.2569252939999 37.79399225600008, -122.2566699999999 37.79377000000005, -122.2564441679999 37.79356841300006, -122.2561663849999 37.79332045200005, -122.2558409999999 37.79303000000004, -122.2556601289999 37.79315961500004, -122.2551779229999 37.79350516900007, -122.2549199999999 37.79369000000008, -122.2546479259999 37.79387926900006, -122.2543208739999 37.79410678300007, -122.2539299999999 37.79438000000005, -122.2536613119999 37.79456872100008, -122.2533255239999 37.79480457200009, -122.2530099999999 37.79502000000008, -122.2530076689999 37.79502176100004, -122.2522059469999 37.79427601900005, -122.2513529469999 37.79354501800009))",37.792321,-122.254708,2200.0,800.0,15.462910632653054,0.6274190153287984
4,CA,Alameda,Oakland,Fitchburg,268158,"POLYGON ((-122.1825492669999 37.75486776300005, -122.1829799999999 37.75459000000006, -122.1833571929999 37.75434809500007, -122.1837893519999 37.75406610700009, -122.1841567529999 37.75382591200008, -122.1848660399999 37.75336220200006, -122.1850026119999 37.75328255100004, -122.1851088919999 37.75338636000004, -122.1852520089999 37.75352614900004, -122.1855835589999 37.75385355900005, -122.1858889529999 37.75416052500009, -122.1862008509999 37.75447654500005, -122.1864509999999 37.75473000000005, -122.1869399999999 37.75442000000004, -122.1876955729999 37.75387448300006, -122.1886599999999 37.75482000000005, -122.1888120459999 37.75472058500009, -122.1897974219999 37.75410337900007, -122.1911380229999 37.75320908000003, -122.1922199999999 37.75252000000006, -122.1924496869999 37.75276404300007, -122.1929523209999 37.75328232100009, -122.1936560649999 37.75408696700003, -122.1934603999999 37.75418480000008, -122.1931039739999 37.75438146000005, -122.1929001349999 37.75450602800004, -122.1927407549999 37.75460243100008, -122.1926576049999 37.75465272500008, -122.1925617519999 37.75470929400007, -122.1922097619999 37.75491702600004, -122.1919009999999 37.75511000000006, -122.1918235669999 37.75515824500008, -122.1916929719999 37.75523961200008, -122.1914112119999 37.75541877500007, -122.1910643239999 37.75564232400006, -122.1908389959999 37.75578753600007, -122.1905719739999 37.75595961700009, -122.1903103259999 37.75612823400007, -122.1901209999999 37.75625000000008, -122.1899837119999 37.75633289100006, -122.1897480709999 37.75647516400005, -122.1893921679999 37.75669708300006, -122.1891084119999 37.75687844500004, -122.1888842569999 37.75702171300009, -122.1886907069999 37.75715619200008, -122.1885024799999 37.75728704100004, -122.1883899999999 37.75738000000007, -122.1883418279999 37.75742215000008, -122.1882886459999 37.75746601500003, -122.1882150029999 37.75752124700006, -122.1881558249999 37.75757733500006, -122.1880936549999 37.75764525100004, -122.1879706439999 37.75777035600004, -122.1878411449999 37.75790971200007, -122.1877021629999 37.75809458100008, -122.1875404669999 37.75830966400008, -122.1873875779999 37.75851054500004, -122.1872354359999 37.75870685700005, -122.1871161939999 37.75886191700005, -122.1869888469999 37.75902902500007, -122.1869037119999 37.75913657400008, -122.1869026179999 37.75913795600007, -122.1869010159999 37.75913715200005, -122.1867139479999 37.75902801900008, -122.1864959469999 37.75891901900007, -122.1863939479999 37.75886502000009, -122.1862249449999 37.75879301800006, -122.1856299479999 37.75850102100009, -122.1855439469999 37.75845702100008, -122.1849589469999 37.75818201800007, -122.1847929479999 37.75810102000008, -122.1844359479999 37.75794101800005, -122.1840299479999 37.75773801800005, -122.1835129469999 37.75749302000008, -122.1827469469999 37.75712801900005, -122.1825119479999 37.75701701800006, -122.1816749479999 37.75662801800007, -122.1805648299999 37.75613314600008, -122.1805638369999 37.75613103700005, -122.1806734129999 37.75607937400008, -122.1809516169999 37.75590302100005, -122.1813879819999 37.75562472900009, -122.1817887669999 37.75536006000004, -122.1821188449999 37.75514532400007, -122.1825492669999 37.75486776300005))",37.755517499999996,-122.18772150000001,2600.0,1216.0,7.8555137792857135,0.3367118414285716
5,CA,Alameda,Oakland,Hegenberger,268207,"POLYGON ((-122.1869629469999 37.75935101900006, -122.1870759599999 37.75922492300003, -122.1874949469999 37.75941201900008, -122.1879109479999 37.75959601800008, -122.1881869479999 37.75973201800008, -122.1887109479999 37.75995901900006, -122.1890629479999 37.76014101800007, -122.1895479479999 37.76035801800003, -122.1902682079999 37.76070532300008, -122.1900909859999 37.76090976800003, -122.1894457599999 37.76133517900007, -122.1890047219999 37.76162367800003, -122.1884599999999 37.76198000000005, -122.1882933149999 37.76203156300005, -122.1878696529999 37.76226746600008, -122.1877111479999 37.76235572400009, -122.1874699999999 37.76249000000007, -122.1869424529999 37.76282704400006, -122.1864727889999 37.76312710700006, -122.1862269019999 37.76328420200008, -122.1860299999999 37.76341000000008, -122.1856025749999 37.76367256100008, -122.1847641349999 37.76421275300004, -122.1843943599999 37.76445633400004, -122.1840699999999 37.76467000000008, -122.1836015079999 37.76498232800009, -122.1832602819999 37.76520729800006, -122.1832599999999 37.76521000000008, -122.1829767649999 37.76538744800007, -122.1827143399999 37.76555185900008, -122.1824299999999 37.76573000000008, -122.1820962409999 37.76540189800005, -122.1817018999999 37.76501551700005, -122.1814257099999 37.76474656100004, -122.1809967329999 37.76432882000006, -122.1807728419999 37.76411079400009, -122.1805484959999 37.76389232300005, -122.1804008499999 37.76366801900008, -122.1804239479999 37.76365302100004, -122.1811629089999 37.76316693700005, -122.1819619479999 37.76265401800003, -122.1825869479999 37.76225501900007, -122.1828489469999 37.76209001900008, -122.1838039469999 37.76148201900008, -122.1846709459999 37.76092301800008, -122.1864259479999 37.75981101700006, -122.1865289479999 37.75972901800009, -122.1867159459999 37.75958501800005, -122.1869629469999 37.75935101900006))",37.764027,-122.184619,2500.0,805.0,7.653247581188118,0.20568676049504953
6,CA,Alameda,Oakland,Highland Terrace,268209,"POLYGON ((-122.2312071869999 37.79494697300004, -122.2296453929999 37.79400989500004, -122.2286042169999 37.79338509600007, -122.2268509269999 37.79332093900007, -122.2271289489999 37.79282901900007, -122.2275869469999 37.79221501800004, -122.2276329069999 37.79214798400005, -122.2279389469999 37.79185301900009, -122.2282729469999 37.79155102100009, -122.2284139479999 37.79140301900009, -122.2288109479999 37.79101801900003, -122.2290879469999 37.79080202100005, -122.2292249459999 37.79069602000004, -122.2299329479999 37.79034201800005, -122.2301419959999 37.79025708900008, -122.2308379469999 37.78954902000004, -122.2309059469999 37.78948201800006, -122.2311899479999 37.78916001900006, -122.2316309489999 37.78868501800008, -122.2317049459999 37.78859101900008, -122.2318519469999 37.78834101800004, -122.2319148799999 37.78819301100009, -122.2404894899999 37.79339322900006, -122.2412370199999 37.79412427400007, -122.2407279479999 37.79446501900009, -122.2404129479999 37.79470401900005, -122.2398009809999 37.79513110800008, -122.2391419829999 37.79453882800004, -122.2382139479999 37.79489001800005, -122.2379929489999 37.79497401900005, -122.2374069479999 37.79518101800005, -122.2367639479999 37.79540701900004, -122.2366467219999 37.79544910000004, -122.2334978229999 37.79567581200007, -122.2322483379999 37.79567598000006, -122.2312071869999 37.79494697300004))",37.7915314,-122.23263960000001,2806.0,1343.75,12.920688564444447,0.5015154404444447
7,CA,Alameda,Oakland,Hiller Highlands,268210,"POLYGON ((-122.2264296769999 37.84802346800006, -122.2278989899999 37.84795796700007, -122.2279239479999 37.84802302100007, -122.2279589459999 37.84812501800008, -122.2280149499999 37.84823502000006, -122.2281789479999 37.84845201900004, -122.2282739479999 37.84856601800004, -122.2283749479999 37.84867901800004, -122.2285908789999 37.84888613300006, -122.2296629479999 37.84934001800008, -122.2301129489999 37.84950101900006, -122.2304589479999 37.84965601800008, -122.2314069479999 37.85005501800003, -122.2314539479999 37.85007101900004, -122.2320009479999 37.85030301900008, -122.2323019919999 37.85045293800005, -122.2323519479999 37.85048401900008, -122.2324319479999 37.85054901800004, -122.2325609469999 37.85065101800006, -122.2326819469999 37.85078201800007, -122.2327849479999 37.85092701900004, -122.2329489479999 37.85122001800005, -122.2331179479999 37.85145801900006, -122.2332649469999 37.85166501800006, -122.2334899479999 37.85196901800003, -122.2335389469999 37.85202101900006, -122.2335749469999 37.85205501800004, -122.2336219479999 37.85209601900004, -122.2337159469999 37.85217701900007, -122.2337849479999 37.85223901800003, -122.2339629509999 37.85235801800007, -122.2340639469999 37.85239701800003, -122.2343127899999 37.85249408300007, -122.2342335139999 37.85252297200009, -122.2341789999999 37.85252600000007, -122.2342789999999 37.85362600000008, -122.2343368959999 37.85411811400007, -122.2329990399999 37.85453462200007, -122.2320843169999 37.85503356000004, -122.2313359079999 37.85553249900005, -122.2300054229999 37.85628095600003, -122.2289243699999 37.85653037500003, -122.2275938439999 37.85653050700006, -122.2265959919999 37.85611459300009, -122.2259307059999 37.85569885100006, -122.2253486769999 37.85503351900007, -122.2243508099999 37.85436818300008, -122.2232129469999 37.85421101700007, -122.2212382679999 37.85357208600004, -122.2216067499999 37.85334559000006, -122.2217729129999 37.85251391800006, -122.2217728339999 37.85126655100004, -122.2226044789999 37.84968659900005, -122.2232696809999 37.84877181000007, -122.2240181379999 37.84843925200005, -122.2253486429999 37.84810662500007, -122.2264296769999 37.84802346800006))",37.8537285,-122.226529,4400.0,1841.5,12.269441885517244,0.5391139094137929
8,CA,Alameda,Oakland,Iveywood,268223,"POLYGON ((-122.1572529469999 37.74198102000008, -122.1570179469999 37.74159402100008, -122.1569256379999 37.74146672800003, -122.1570550099999 37.74149682100006, -122.1571502159999 37.74152383100005, -122.1573487609999 37.74160074900004, -122.1575262449999 37.74167627400004, -122.1576988739999 37.74174973300006, -122.1578774039999 37.74182231100008, -122.1580999999999 37.74191000000008, -122.1582070399999 37.74186251100008, -122.1584099749999 37.74180868600007, -122.1587395909999 37.74171539900004, -122.1591332459999 37.74160398700008, -122.1594299999999 37.74152000000004, -122.1595073649999 37.74149813600008, -122.1599101599999 37.74138496000006, -122.1602653399999 37.74129616500005, -122.1604833429999 37.74120038400008, -122.1605809999999 37.74113000000006, -122.1607836629999 37.74106397900005, -122.1613279799999 37.74093825900007, -122.1618399999999 37.74082000000004, -122.1621035369999 37.74076251200006, -122.1623833009999 37.74070148400006, -122.1626899999999 37.74062000000004, -122.1628218359999 37.74062403900007, -122.1630061529999 37.74060490600004, -122.1631072019999 37.74057094000005, -122.1632399999999 37.74050000000005, -122.1633257399999 37.74053334300004, -122.1634545079999 37.74057609000005, -122.1636702619999 37.74060000000009, -122.1638052609999 37.74058994200004, -122.1641141829999 37.74049290900007, -122.1643842269999 37.74035903200007, -122.1651198979999 37.74002599200008, -122.1657641959999 37.73973431700006, -122.1664000409999 37.73942929400005, -122.1667794619999 37.73923137200006, -122.1667799479999 37.73923201800005, -122.1672249459999 37.73983401800007, -122.1675049479999 37.74022101800006, -122.1675499479999 37.74028002000006, -122.1676579809999 37.74042391300009, -122.1679759479999 37.74087701800005, -122.1682189469999 37.74118501900006, -122.1684339469999 37.74147601900006, -122.1688989469999 37.74207901800008, -122.1691839479999 37.74246602100004, -122.1693259479999 37.74268301800004, -122.1700189459999 37.74360001800005, -122.1705659469999 37.74432401900009, -122.1683179459999 37.74539301800007, -122.1672229469999 37.74590201800004, -122.1661849479999 37.74639801900008, -122.1650869479999 37.74690901800005, -122.1640239469999 37.74739001800009, -122.1629414329999 37.74791678800005, -122.1620356189999 37.74847498700007, -122.1618887879999 37.74826505100009, -122.1616645179999 37.74796602400005, -122.1612963909999 37.74746962400008, -122.1609899779999 37.74705220600003, -122.1605318649999 37.74643134400009, -122.1602778949999 37.74609219700005, -122.1594919139999 37.74503612200004, -122.1592459469999 37.74470701800004, -122.1588319469999 37.74414401800004, -122.1584009479999 37.74356901900006, -122.1575939479999 37.74247201900005, -122.1572529469999 37.74198102000008))",37.7417935,-122.1625855,2050.0,900.0,6.963385284883722,0.21952589809689935
9,CA,Alameda,Oakland,Ivy Hill,268224,"POLYGON ((-122.2384889469999 37.80140001900008, -122.2413019989999 37.79943294400005, -122.2421179319999 37.80015221000008, -122.2466646909999 37.79723015000008, -122.2485119969999 37.79694684300006, -122.2493402829999 37.79765616900005, -122.2493459479999 37.79766102000008, -122.2501899479999 37.79841101900007, -122.2509229479999 37.79907001700008, -122.2510109669999 37.79912611500004, -122.2509359649999 37.79918095700009, -122.2507389469999 37.79932501900004, -122.2500917649999 37.79979601400004, -122.2500958499999 37.79979957300009, -122.2500899999999 37.79980000000006, -122.2496869479999 37.79998391800007, -122.2490999999999 37.80022000000008, -122.2490690239999 37.80029099500007, -122.2488759479999 37.80033801900004, -122.2484069469999 37.80045502000007, -122.2482299499999 37.80050502100005, -122.2478589479999 37.80067801900009, -122.2477829479999 37.80073101900007, -122.2473079469999 37.80104901800007, -122.2470649479999 37.80118002100005, -122.2467389469999 37.80134401700008, -122.2465449479999 37.80141001900006, -122.2461579469999 37.80152402000004, -122.2458059479999 37.80161101800007, -122.2453839469999 37.80169101800004, -122.2447999479999 37.80176001800004, -122.2440019479999 37.80187201800004, -122.2438249479999 37.80189501800004, -122.2433359459999 37.80201301900007, -122.2429439469999 37.80217201900007, -122.2427949479999 37.80222101800007, -122.2423789479999 37.80233201900006, -122.2421009469999 37.80238001800006, -122.2420019469999 37.80238801900003, -122.2416349469999 37.80242401900006, -122.2411219469999 37.80247701900004, -122.2407319459999 37.80250501900008, -122.2403309479999 37.80255001900008, -122.2398999469999 37.80262701800007, -122.2388349479999 37.80282002000007, -122.2384329479999 37.80289201900007, -122.2382329469999 37.80295701800009, -122.2378939479999 37.80305001700009, -122.2372939559999 37.80311910900008, -122.2372889489999 37.80305001600004, -122.2373198229999 37.80283897300006, -122.2373758629999 37.80275791900004, -122.2376739279999 37.80259196900005, -122.2378479469999 37.80255101800009, -122.2379809439999 37.80250301800004, -122.2380580079999 37.80245407600006, -122.2381149459999 37.80235701800007, -122.2381509999999 37.80225202800005, -122.2381918949999 37.80172001000005, -122.2382218269999 37.80161501500004, -122.2384889469999 37.80140001900008))",37.79942525,-122.245225625,2496.0,1177.25,13.450896607142855,0.5013910675714287
